Data de envio;Tipo de pessoa;Estado;Município;Local de Armazenamento;Camarão Rosa (Kg);Camarão Sete Barbas (Kg);Camarão Branco (Kg);Camarão Santana ou Vermelho (Kg);Camarão Barba-ruça (Kg);Apresentação do produto;Tipo de embalagem
26/01/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Marçal Da Costa, N° 191, Centro;0;600;0;0;0;Congelado;Plástica
27/01/2023;Jurídica;Santa Catarina;Itajaí;Rua Concordia, Nº 648 A;1452;0;0;0;0;Congelado;Outro
27/01/2023;Jurídica;Santa Catarina;São Francisco do Sul;Rua João Pessoa, 1250, Enseada;80;210;0;0;0;Congelado;Plástica
30/01/2023;Física;Santa Catarina;Navegantes;Geronimo De Sousa;0;150;0;0;0;Congelado;Plástica
30/01/2023;Física;Santa Catarina;São Francisco do Sul;Dra Esmeralda Conceição Duarte, 95;0;120;80;0;0;Congelado;Plástica
30/01/2023;Jurídica;Santa Catarina;Itapema;Rua 109, N° 76, Canto Da Praia;55;167;28;128;0;Congelado;Plástica
30/01/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, 140;1410;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, 140;6192;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, 140;748;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, 140;70;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, 140;320;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua Ludjero Caetano Vieira, 41;720;524;57;132;0;Congelado;Outro
30/01/2023;Física;Santa Catarina;São Francisco do Sul;Iperoba N° 7401;100;200;100;100;100;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Penha;Rua Joao Ludgero Dos Santos 309;1500;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;Santa Catarina;Penha;Rua Joao Ludgero Dos Santos 309;0;5500;0;0;0;Congelado;Outro
31/01/2023;Jurídica;Santa Catarina;Itapema;Rua 109 D, N° 20, Canto Da Praia;40;80;25;0;0;Congelado;Plástica
31/01/2023;Jurídica;Santa Catarina;Itajaí;Rodovia Br 101, Km 116,7 S/N, Salseiros;15679;0;0;0;0;Congelado;Outro
31/01/2023;Jurídica;Santa Catarina;Itajaí;Rodovia Jorge Lacerda, 1515 - Km 4;6697;0;0;0;0;Congelado;Outro
31/01/2023;Jurídica;Santa Catarina;Itajaí;Rua Jose Luiz Marcelino 1558;0;1500;0;270;0;Congelado;Plástica
31/01/2023;Jurídica;Santa Catarina;Navegantes;Rua Manoel Mafra Filho 60 Bairro São Pedro;56;230;25;0;0;Congelado;Plástica
31/01/2023;Jurídica;Santa Catarina;Itajaí;Av. Rio Amazonas, 1910;4068;0;0;0;0;Congelado;Plástica
31/01/2023;Física;Santa Catarina;Penha;Rua Jose Camilo Pereira N° 107;150;300;200;150;0;Congelado;Plástica
31/01/2023;Física;Santa Catarina;Penha;Rua São Miguel N° 4082;100;500;50;100;0;Congelado;Plástica
31/01/2023;Jurídica;Santa Catarina;Penha;Rua Vereador Valdecio Jose Santana 73;1000;2028;0;0;0;Congelado;Isopor
31/01/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rodovia Br 101 Km 116,7 Saseiros;2710;0;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Laguna;Rua Dr Paulo Carneiro, 26, Cabeçuda;0;3000;0;500;0;Congelado;Outro
01/02/2023;Jurídica;Santa Catarina;Penha;Rua Arno Bekcer 780;100;2900;0;0;0;Congelado;Outro
01/02/2023;Física;Santa Catarina;Penha;Rua Inacio Francisco De Souza;100;0;0;0;0;Congelado;Outro
01/02/2023;Jurídica;Santa Catarina;Itajaí;Pc Felix Busso Assburg, Box 14 E 16;969,23;0;0;120;0;In Natura;Plástica
01/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua José Francisco Vitor N° 195;200;4460;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua José Francisco Vitor N° 195;200;4460;0;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Itapoá;Rua Dos Pescadores N° 131;0;140;0;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Itapoá;Rua Dos Pescadores N° 104;0;140;0;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Itapoá;Rua Dos Pescadores N° 131;0;140;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;São Francisco do Sul;Rodovia Duque De Caxias 8045;120;250;840;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Bombinhas;Avenida Girassol 1678;0;347;46;85;0;Resfriado;Plástica
01/02/2023;Jurídica;Santa Catarina;Bombinhas;Avenida Girassol 1676;0;64;28;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Bombinhas;Avenida Girassol 1959;40;300;80;0;15;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Carlos Post, 55;83,6;353;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua Venino Pereira Cruz, 399;285,28;0;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Laguna;Rua Dr Paulo Carneiro, 26 ;0;4000;0;1000;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Florianópolis;Rua Joao Francisco Pio, 575;3142,3;0;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Florianópolis;Rua Joao Francisco Pio, 575;3142,3;0;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Balneário Barra do Sul;Rua Nazario Pantaleao Mendes, 34;0;500;0;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Dona Igracia, 203;100;300;100;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Porto Belo;João Régis Neto, 52;217;1809;255;0;0;Congelado;Outro
01/02/2023;Jurídica;Santa Catarina;Itapema;Rua João Francisco Pio, 575 ;773;275;0;0;0;Congelado;Outro
01/02/2023;Jurídica;Santa Catarina;Bombinhas;Avenida Rio Tapajos;73;348;192;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Bombinhas;Rua Saira Amaera 32;286;620;63;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Bombinhas;Avenida Tapajos 417;160;970;720;0;0;Congelado;Plástica
01/02/2023;Física;Santa Catarina;Bombinhas;Rua Maracujá 59;0;75;30;0;10;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Penha;Rua Julia Da Costa Flores, 555;10611;10167;525;0;0;Congelado;Outro
01/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rodovia Br-101 - Km 113, S/N ;1632;0;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;São Francisco do Sul;Rua Candido Silva N° 140;0;500;500;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Itajaí;Felix Busso Asseburg, 25;500;0;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Itajaí;Pc Felix Busso Asseburg, 85, Box 25;300;0;0;0;0;Congelado;Outro
02/02/2023;Jurídica;Santa Catarina;Ilhota;Rua Vereador Alcides Gonçalves, 2705;192;103167;0;0;0;Congelado;Embolsado
02/02/2023;Jurídica;Santa Catarina;Tijucas;Rua Euclides Francisco Peixoto, 43;0;2103;62;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Penha;Rodovia Jorge Lacerda 1515 ;628,8;2455,5;0;0;0;Congelado;Outro
02/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Av. Marginal Oeste, 653 ;0;20;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Florianópolis;Rua Abelardo Otacilio Gomes 233;0;1000;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Biguaçu;Rua Bento Francisco, 528;220;200;50;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua Venino Pereira Cruz, 399;1975,8;692;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Penha;Rua Itajaí, 91;2190;300;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;São Francisco do Sul;Rua Virgilio Machado Cidral, 526 Paulas;0;1780;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua Adolfo Cabral 800 ;2585;0;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua 3.300, Nº 560 ;0;202,8;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua 3.300, Nº 560 ;1769,65;0;0;0;0;Congelado;Plástica
02/02/2023;Física;Santa Catarina;Balneário Camboriú;Rua Abilo Tavares, 53;0;700;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Penha;Rua Itajai, 91, Armação;500;2096;400;180;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Porto Belo;Rua Verning Pereira Cruz, N° 399;7975,8;692;0;0;0;Congelado;Plástica
02/02/2023;Física;Santa Catarina;Itajaí;Rua Jose Luiz Marcelino 1558;680;0;0;0;0;Congelado;Outro
02/02/2023;Física;Santa Catarina;Bombinhas;Avenida Vereador Manoel José Dos Santos 1404;9544;0;0;0;0;Congelado;Plástica
02/02/2023;Física;Santa Catarina;Penha;Rua Arno Becker 1076;40;100;2;0;0;Congelado;Plástica
02/02/2023;Física;Santa Catarina;Itajaí;Rua Jose Luiz Marcelino 1558;680;0;0;0;0;Congelado;Outro
02/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua 3300, N° 560;2677,1;161,6;0;0;0;Congelado;Plástica
02/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua São Pedro, 484;32988;0;0;0;0;Congelado;Outro
02/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Superfrio - Estocagem De Congelados, Br-101, S/N;20124;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Onildo Reis, N° 455;2500;5070;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Navegantes;Rua Vereador Olimpio Romao Mianes 210;384;2562;216;8860;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Laguna;Rua Giocondo Tasso, 1721;0;540;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Tijucas;Geraldino Martins Reis N° 250;0;1552;0;228;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Porto Belo;Av. Gov. Celso Ramos, 279;29;293;0;0;0;Congelado;Plástica
03/02/2023;Física;Santa Catarina;Itapoá;Avenida Sao Paulo Nº 145 Barra Do Sai;0;50;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Laguna;Rua Fernando Antonio Dos Santos, 865;1158;2600;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Florianópolis;Estrada Rozalia Paulina Ferreira, 3865;658;474;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Assemburg, 28 - Box 06 ;1000;300;0;280;0;Congelado;Plástica
03/02/2023;Física;Santa Catarina;Itajaí;Rua Deputado Francisco Evaristo Canziani, 643;263;525;82;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua Lindolfo Andre Linhares,359;0;380;0;0;0;Congelado;Outro
03/02/2023;Física;Santa Catarina;Itajaí;Rua Deputado Francisco Evaristo Canziani, 1917;25;70;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Navegantes;Lr Logistics, Rodovia Br 101, N° 131;0;12727;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Bombinhas;Avenida João José Da Cruz 539;200;300;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Bombinhas;Rua Rio Amazonas 713;550;740;100;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Porto Belo;Av. Gov. Celso Ramos, 279;0;60;0;60;0;Congelado;Embolsado
03/02/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Dona Ingracia, 203;100;350;150;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Penha;Rua João Ludgero Dos Santos, 16;1573;3124;0;0;0;Congelado;Outro
03/02/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Dona Ingracia, 203;100;350;150;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua Ludgero Caetano Vieira 1141;23035;19208;144;1040;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rodovia Jorge Lacerda, 1515;0;55151,4;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua João Emilia Duarte, 299;0;2596;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Av. Fernando Ferrari, 1001;852;228;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua João Emilia Duarte, 299;0;1660;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua David Adao Schimidt, 620;0;0;0;0;28807;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Butori Log Armazens Gerais Ltda;0;15026;0;0;0;Congelado;Plástica
03/02/2023;Física;Santa Catarina;Balneário Barra do Sul;Rua Dona Ingracia, 245;100;350;150;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rua João Emilia Duarte, 299;2729;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua Emanuel Rebelo Dos Santos N° 704;260;820;0;130;1120;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Butori Log Arm Gerais Ltda - Rua Orlando Motta 342;0;15026;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Porto Belo;Rua Joao Regis Neto, Santa Luzia;396;4599;337;604;400;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Av. Nereu Ramos, 715;0;99125;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Porto Belo;Rua Sebastião Coelho 38;0;250;65;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Penha;R Maria Francelina Flores, 43;10000;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Av. Nereu Ramos, 715;43229;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Florianópolis;Rua Alberto Cavalheiro, 187 ;13906;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Av. Anibal Gaya, 1075;0;111328;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Av. Anibal Gaya, 1075;3136;0;0;0;0;Congelado;Outro
03/02/2023;Física;Santa Catarina;Penha;Rua Arno Becker 843;40;150;5;8;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Jose Gall, 115 ;0;3102,06;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Navegantes;Rua Vereador Olimpio Romao Mianes 210;0;0;0;0;40;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Jose Gall, 115 ;19496,5;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Barra Velha;Rua Osmar Galm N° 137;7020;25900;0;1550;10600;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua David Adao Schimidt, 620;0;0;0;0;28807;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Jose Gall, 1115 ;4191;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua João Francisco Pio, 575;14000;0;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 26;870;835;0;779;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Navegantes;Ms Luzitania, Rua Paulino De Lima, N° 92;0;7715;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Camboriú;Rua 3310, N° 518;1860;191;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Navegantes;Rua Romeu Inacio Da Silva N° 146;0;1200;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 26;870;835;0;779;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Balneário Piçarras;Rodovia Jorge Lacerda 1515 ;20393;0;0;0;0;Congelado;Outro
03/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Assemburg, 28 - Box 06 ;1000;300;0;280;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Florianópolis;Rua Jeronimo Coelho, 60, Box 21;0;150;0;0;0;Congelado;Outro
06/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 05;700;0;0;0;0;Congelado;Plástica
06/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 09;200;500;0;0;0;Congelado;Plástica
06/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 13;1000;0;0;0;0;Congelado;Plástica
06/02/2023;Jurídica;Santa Catarina;Itajaí;Rua Felix Busso Asseburg, 85, Box 18;400;0;0;0;0;Congelado;Plástica
03/02/2023;Jurídica;Santa Catarina;Navegantes;Rua Prefeito Manoel Evaldo Muller, 2827;0;6389,36;0;0;0;Congelado;Plástica
01/02/2023;Jurídica;Santa Catarina;Barra Velha;Avenida Simas, 1735;5552;44168;0;4340;10419;Congelado;Outro
18/01/2023;Física;São Paulo;Iguape;Rua Dom Idílio Jose Soares 182;0;300;100;0;0;Congelado;Plástica
18/01/2023;Física;São Paulo;Iguape;Rua Vitoriano Ribeiro 175;0;500;100;0;0;Congelado;Plástica
24/01/2023;Jurídica;São Paulo;Peruíbe;Avenida Padre Anchieta 130;144;588;0;0;0;Congelado;Plástica
24/01/2023;Jurídica;São Paulo;Praia grande;Av Presidnte Kennedy 18566 ;76;838;230;20;0;Congelado;Plástica
25/01/2023;Jurídica;São Paulo;São Bernardo do Campo;Avenida Joao Firmino 729;0;90;0;0;0;Congelado;Plástica
25/01/2023;Jurídica;São Paulo;Serra Negra;Av. Governador Laudo Natel 174 ;0;24;38;0;0;Congelado;Plástica
25/01/2023;Jurídica;São Paulo;São Bernardo do Campo;Avenida Joao Firmino 729;112;0;0;0;0;Congelado;Plástica
25/01/2023;Física;São Paulo;Caraguatatuba;Rua Joao Gomes 140;5;30;30;0;0;Congelado;Plástica
26/01/2023;Jurídica;São Paulo;Ubatuba;Benedita Luiza Dos Santos N° 510;20;40;0;0;0;Congelado;Plástica
26/01/2023;Jurídica;São Paulo;São Paulo;Rua Turiassu, 278 - Perdizes ;120;0;0;0;0;Congelado;Plástica
27/01/2023;Jurídica;São Paulo;Bertioga;Avenida Itapuã, 1190;580;240;0;0;0;Congelado;Embolsado
27/01/2023;Jurídica;São Paulo;Ubatuba;Estanislau Munis 70;0;36;0;0;0;Congelado;Plástica
27/01/2023;Física;São Paulo;Cananéia;Rua Ildo Da Silva, 350;0;500;0;0;0;Congelado;Plástica
27/01/2023;Jurídica;São Paulo;Ilhabela;Av. Jose Pacheco Do Nascimento, 9711;175;240;0;0;0;Congelado;Plástica
27/01/2023;Jurídica;São Paulo;Ilhabela;Av. Jose Pacheco Do Nascimento, 9711;503;736;0;0;0;Congelado;Plástica
28/01/2023;Jurídica;São Paulo;Rio Claro;Rua 8, 1345, Box 15;184;96;0;0;0;Congelado;Embolsado
28/01/2023;Jurídica;São Paulo;Rio Claro;Rua 8, 1345, Box 15;194;634;0;0;0;Congelado;Embolsado
28/01/2023;Física;São Paulo;Ilha Comprida;Copacabana, 570;0;200;0;0;0;Congelado;Plástica
28/01/2023;Jurídica;São Paulo;Guarujá;Av. Marechal Deodoro Da Fonseca, 367;120;40;100;0;0;Congelado;Plástica
28/01/2023;Jurídica;São Paulo;Santos;Rua Moraes Rego N° 15;0;3210;0;0;0;Congelado;Embolsado
28/01/2023;Jurídica;São Paulo;Santos;Rua Moraes Rego N° 15;3127;2830;580;0;0;Congelado;Embolsado
28/01/2023;Jurídica;São Paulo;Santos;Rua Moraes Rego N° 15;5252;4030;0;0;0;Congelado;Embolsado
29/01/2023;Jurídica;São Paulo;Ubatuba;Rua Nazarenos 319;0;580;0;0;0;Congelado;Outro
29/01/2023;Física;São Paulo;Iguape;Rua Luiz Borges N° 170;40;100;40;0;0;Congelado;Plástica
29/01/2023;Física;São Paulo;Ilha Comprida;Copacabana 570 Balneário Monte Carlo;0;70;25;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Ubatuba;Rua Benedita Luiza Dos Santos Nº2003;0;70;17;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;São Sebastião;Av. Vereador Antonio Bernardino Tavares,Nº 402;0;23;325;0;0;Congelado;Outro
30/01/2023;Física;São Paulo;Guarujá;Rua Nova Granada N°75;180;50;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Cananéia;Rua Professor Besnard, 140;10;120;15;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;São Sebastião;Rua Padre Gastão ,Nº115,;0;310;0;0;0;Congelado;Outro
30/01/2023;Jurídica;São Paulo;Guarujá;Estrada De Pernambuco 79;432;0;0;0;0;Congelado;Outro
30/01/2023;Jurídica;São Paulo;Cananéia;Avenida Professor Besnard, N° 142;40;1200;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Guarujá;Rua Senador Salgado Filho N76;0;1200;0;0;0;Congelado;Isopor
30/01/2023;Jurídica;São Paulo;Guarujá;Rua Padre Donizete Tavares De Lima, 105;420;1150;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Águas da Prata;Rua Manoel Diogo 115;300;150;100;300;0;Congelado;Outro
30/01/2023;Física;São Paulo;Ubatuba;Av. Marginal Nº81 Pedreira Baixa;0;180;8;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Bertioga;Rua Da Saudade N° 309;7;380;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Cananéia;Rua Silvino De Araujo, 114;10;25;30;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Itanhaém;Rua Urcezino Ferreira 677;250;200;100;200;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;São Paulo;Rua Antístenes, 50;300;8000;0;0;0;Congelado;Outro
30/01/2023;Física;São Paulo;Peruíbe;Avenida Mario Covas Junior S/N;300;100;300;300;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Cananéia;Avenida Professor Besnard, N° 140;0;200;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Cananéia;Rua Quatro, N °33;40;1400;50;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Caraguatatuba;Rua Irmã Lucilia 251;50;300;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Guarujá;Rua Nova Iguaçú Nº61;1190;250;0;0;0;Congelado;Outro
30/01/2023;Física;São Paulo;Guarujá;Rua Viela Da Saudade N° 169;0;160;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Piracicaba;Rua Santa Cruz, 170;11,6;22;0;7,6;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 123;160;250;150;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Guarujá;Rua Nova Iguaçú Nº61;1190;250;0;0;0;Congelado;Outro
30/01/2023;Física;São Paulo;Ubatuba;Rua Dospescadores Nº102;0;500;5;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Ubatuba;Rua Maria Benedita De Oliveira Nº 84;500;300;100;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Guarujá;Rua Nova Granada Nº55;220;0;0;0;0;Congelado;Embolsado
30/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores N157;5;150;0;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 108 ;0;95;5;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Ubatuba;Rua Baltazar Fortes Nº81 ;48;185;0;0;0;Congelado;Plástica
30/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 108 ;0;150;0;0;0;Congelado;Plástica
30/01/2023;Jurídica;São Paulo;Ubatuba;Balneario Santa Cruz, 14 ;10;450;0;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Praia Grande;Rua Doutor Prudente De Moraes 483;470;530;100;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Cananéia;Rua Dr Carlos De Lima Junior, 33;0;840;20;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 96;0;180;135;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 102;80;250;20;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Ubatuba;Rua Ceara, 107;42;304;32;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Bertioga;Rua Da Saudade N° 320;11100;5000;1300;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Guarujá;Rua Gino Fabris, 121;2350;848;0;0;0;Congelado;Outro
31/01/2023;Física;São Paulo;Bertioga;Rua Sebastiao Arantes N° 259;500;700;5;0;0;Congelado;Outro
31/01/2023;Jurídica;São Paulo;Ilhabela;Av Princesa Isabel, 2515 ;60;135;0;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Guarujá;Rua Gino Fabris, 109 ;652;1479;0;0;0;Congelado;Outro
31/01/2023;Física;São Paulo;Ubatuba;Rua Eduardo Graça Nº 254;0;130;0;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;São Paulo;Rua Pedro Castillo, 87;41062;20060;0;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;São Sebastião;Rua Pará, 127 ;124;275;0;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Caraguatatuba;Rua Manoel Caires De Souza, 195;480;2700;0;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Guarujá;Estrada Guarujá Bertioga Km N° 1405;45;200;0;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Peruíbe;Av Mario Covas Jr N° 29;90;200;90;0;0;Congelado;Plástica
31/01/2023;Jurídica;São Paulo;Guarujá;Travessa Agnelo Xavier 115;0;3648;0;0;0;Congelado;Outro
31/01/2023;Jurídica;São Paulo;São Sebastião;Rua Mossoró N° 15;120;125;101;0;0;Congelado;Plástica
31/01/2023;Física;São Paulo;Ubatuba;Rua Dos Pescadores Nº 171 ;0;36;0;0;0;Congelado;Plástica
