Data de envio,Tipo de pessoa,Estado,Município,Local de Armazenamento,Camarão Rosa (Kg),Camarão Sete Barbas (Kg),Camarão Branco (Kg),Camarão Santana ou Vermelho (Kg),Camarão Barba-ruça (Kg),Apresentação do produto,Tipo de embalagem
2023-01-30,Jurídica,Santa Catarina,Penha,Rua Joao Ludgero Dos Santos 309,0.0,5500.0,0.0,0.0,0.0,Congelado,Outro
2023-01-31,Jurídica,Santa Catarina,Itapema,"Rua 109 D, N° 20, Canto Da Praia",40.0,80.0,25.0,0.0,0.0,Congelado,Plástica
2023-01-31,Jurídica,Santa Catarina,Itajaí,"Rodovia Br 101, Km 116,7 S/N, Salseiros",15679.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-01-31,Jurídica,Santa Catarina,Itajaí,"Rodovia Jorge Lacerda, 1515 - Km 4",6697.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-01-31,Jurídica,Santa Catarina,Itajaí,Rua Jose Luiz Marcelino 1558,0.0,1500.0,0.0,270.0,0.0,Congelado,Plástica
2023-01-31,Jurídica,Santa Catarina,Navegantes,Rua Manoel Mafra Filho 60 Bairro São Pedro,56.0,230.0,25.0,0.0,0.0,Congelado,Plástica
2023-01-31,Jurídica,Santa Catarina,Itajaí,"Av. Rio Amazonas, 1910",4068.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-31,Física,Santa Catarina,Penha,Rua Jose Camilo Pereira N° 107,150.0,300.0,200.0,150.0,0.0,Congelado,Plástica
2023-01-31,Física,Santa Catarina,Penha,Rua São Miguel N° 4082,100.0,500.0,50.0,100.0,0.0,Congelado,Plástica
2023-01-31,Jurídica,Santa Catarina,Penha,Rua Vereador Valdecio Jose Santana 73,1000.0,2028.0,0.0,0.0,0.0,Congelado,Isopor
2023-01-31,Jurídica,Santa Catarina,Balneário Camboriú,"Rodovia Br 101 Km 116,7 Saseiros",2710.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Laguna,"Rua Dr Paulo Carneiro, 26, Cabeçuda",0.0,3000.0,0.0,500.0,0.0,Congelado,Outro
2023-02-01,Jurídica,Santa Catarina,Penha,Rua Arno Bekcer 780,100.0,2900.0,0.0,0.0,0.0,Congelado,Outro
2023-02-01,Física,Santa Catarina,Penha,Rua Inacio Francisco De Souza,100.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-01,Jurídica,Santa Catarina,Itajaí,"Pc Felix Busso Assburg, Box 14 E 16",,0.0,0.0,120.0,0.0,In Natura,Plástica
2023-02-01,Jurídica,Santa Catarina,Balneário Camboriú,Rua José Francisco Vitor N° 195,200.0,4460.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Balneário Camboriú,Rua José Francisco Vitor N° 195,200.0,4460.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Itapoá,Rua Dos Pescadores N° 131,0.0,140.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Itapoá,Rua Dos Pescadores N° 104,0.0,140.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Itapoá,Rua Dos Pescadores N° 131,0.0,140.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,São Francisco do Sul,Rodovia Duque De Caxias 8045,120.0,250.0,840.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Bombinhas,Avenida Girassol 1678,0.0,347.0,46.0,85.0,0.0,Resfriado,Plástica
2023-02-01,Jurídica,Santa Catarina,Bombinhas,Avenida Girassol 1676,0.0,64.0,28.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Bombinhas,Avenida Girassol 1959,40.0,300.0,80.0,0.0,15.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Balneário Barra do Sul,"Rua Carlos Post, 55",,353.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Balneário Camboriú,"Rua Venino Pereira Cruz, 399",,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Laguna,"Rua Dr Paulo Carneiro, 26 ",0.0,4000.0,0.0,1000.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Florianópolis,"Rua Joao Francisco Pio, 575",,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Florianópolis,"Rua Joao Francisco Pio, 575",,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Balneário Barra do Sul,"Rua Nazario Pantaleao Mendes, 34",0.0,500.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Balneário Barra do Sul,"Rua Dona Igracia, 203",100.0,300.0,100.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Porto Belo,"João Régis Neto, 52",217.0,1809.0,255.0,0.0,0.0,Congelado,Outro
2023-02-01,Jurídica,Santa Catarina,Itapema,"Rua João Francisco Pio, 575 ",773.0,275.0,0.0,0.0,0.0,Congelado,Outro
2023-02-01,Jurídica,Santa Catarina,Bombinhas,Avenida Rio Tapajos,73.0,348.0,192.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Bombinhas,Rua Saira Amaera 32,286.0,620.0,63.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Bombinhas,Avenida Tapajos 417,160.0,970.0,720.0,0.0,0.0,Congelado,Plástica
2023-02-01,Física,Santa Catarina,Bombinhas,Rua Maracujá 59,0.0,75.0,30.0,0.0,10.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Penha,"Rua Julia Da Costa Flores, 555",10611.0,10167.0,525.0,0.0,0.0,Congelado,Outro
2023-02-01,Jurídica,Santa Catarina,Balneário Camboriú,"Rodovia Br-101 - Km 113, S/N ",1632.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,São Francisco do Sul,Rua Candido Silva N° 140,0.0,500.0,500.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Itajaí,"Felix Busso Asseburg, 25",500.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Itajaí,"Pc Felix Busso Asseburg, 85, Box 25",300.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-02,Jurídica,Santa Catarina,Ilhota,"Rua Vereador Alcides Gonçalves, 2705",192.0,103167.0,0.0,0.0,0.0,Congelado,Embolsado
2023-02-02,Jurídica,Santa Catarina,Tijucas,"Rua Euclides Francisco Peixoto, 43",0.0,2103.0,62.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Penha,Rodovia Jorge Lacerda 1515 ,,,0.0,0.0,0.0,Congelado,Outro
2023-02-02,Jurídica,Santa Catarina,Balneário Camboriú,"Av. Marginal Oeste, 653 ",0.0,20.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Florianópolis,Rua Abelardo Otacilio Gomes 233,0.0,1000.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Biguaçu,"Rua Bento Francisco, 528",220.0,200.0,50.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Balneário Camboriú,"Rua Venino Pereira Cruz, 399",,692.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Penha,"Rua Itajaí, 91",2190.0,300.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,São Francisco do Sul,"Rua Virgilio Machado Cidral, 526 Paulas",0.0,1780.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Balneário Piçarras,Rua Adolfo Cabral 800 ,2585.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Balneário Camboriú,"Rua 3.300, Nº 560 ",0.0,,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Balneário Camboriú,"Rua 3.300, Nº 560 ",,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Física,Santa Catarina,Balneário Camboriú,"Rua Abilo Tavares, 53",0.0,700.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Penha,"Rua Itajai, 91, Armação",500.0,2096.0,400.0,180.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Porto Belo,"Rua Verning Pereira Cruz, N° 399",,692.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Física,Santa Catarina,Itajaí,Rua Jose Luiz Marcelino 1558,680.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-02,Física,Santa Catarina,Bombinhas,Avenida Vereador Manoel José Dos Santos 1404,9544.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Física,Santa Catarina,Penha,Rua Arno Becker 1076,40.0,100.0,2.0,0.0,0.0,Congelado,Plástica
2023-02-02,Física,Santa Catarina,Itajaí,Rua Jose Luiz Marcelino 1558,680.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-02,Jurídica,Santa Catarina,Balneário Camboriú,"Rua 3300, N° 560",,,0.0,0.0,0.0,Congelado,Plástica
2023-02-02,Jurídica,Santa Catarina,Balneário Piçarras,"Rua São Pedro, 484",32988.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-02,Jurídica,Santa Catarina,Balneário Piçarras,"Superfrio - Estocagem De Congelados, Br-101, S/N",20124.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Onildo Reis, N° 455",2500.0,5070.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Navegantes,Rua Vereador Olimpio Romao Mianes 210,384.0,2562.0,216.0,8860.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Laguna,"Rua Giocondo Tasso, 1721",0.0,540.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Tijucas,Geraldino Martins Reis N° 250,0.0,1552.0,0.0,228.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Porto Belo,"Av. Gov. Celso Ramos, 279",29.0,293.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Física,Santa Catarina,Itapoá,Avenida Sao Paulo Nº 145 Barra Do Sai,0.0,50.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Laguna,"Rua Fernando Antonio Dos Santos, 865",1158.0,2600.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Florianópolis,"Estrada Rozalia Paulina Ferreira, 3865",658.0,474.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Assemburg, 28 - Box 06 ",1000.0,300.0,0.0,280.0,0.0,Congelado,Plástica
2023-02-03,Física,Santa Catarina,Itajaí,"Rua Deputado Francisco Evaristo Canziani, 643",263.0,525.0,82.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,"Rua Lindolfo Andre Linhares,359",0.0,380.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Física,Santa Catarina,Itajaí,"Rua Deputado Francisco Evaristo Canziani, 1917",25.0,70.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Navegantes,"Lr Logistics, Rodovia Br 101, N° 131",0.0,12727.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Bombinhas,Avenida João José Da Cruz 539,200.0,300.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Bombinhas,Rua Rio Amazonas 713,550.0,740.0,100.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Porto Belo,"Av. Gov. Celso Ramos, 279",0.0,60.0,0.0,60.0,0.0,Congelado,Embolsado
2023-02-03,Física,Santa Catarina,Balneário Barra do Sul,"Rua Dona Ingracia, 203",100.0,350.0,150.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Penha,"Rua João Ludgero Dos Santos, 16",1573.0,3124.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Física,Santa Catarina,Balneário Barra do Sul,"Rua Dona Ingracia, 203",100.0,350.0,150.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,Rua Ludgero Caetano Vieira 1141,23035.0,19208.0,144.0,1040.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rodovia Jorge Lacerda, 1515",0.0,,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Rua João Emilia Duarte, 299",0.0,2596.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,"Av. Fernando Ferrari, 1001",852.0,228.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Rua João Emilia Duarte, 299",0.0,1660.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua David Adao Schimidt, 620",0.0,0.0,0.0,0.0,28807.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,Butori Log Armazens Gerais Ltda,0.0,15026.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Física,Santa Catarina,Balneário Barra do Sul,"Rua Dona Ingracia, 245",100.0,350.0,150.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Rua João Emilia Duarte, 299",2729.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,Rua Emanuel Rebelo Dos Santos N° 704,260.0,820.0,0.0,130.0,1120.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,Butori Log Arm Gerais Ltda - Rua Orlando Motta 342,0.0,15026.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Porto Belo,"Rua Joao Regis Neto, Santa Luzia",396.0,4599.0,337.0,604.0,400.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Av. Nereu Ramos, 715",0.0,99125.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Porto Belo,Rua Sebastião Coelho 38,0.0,250.0,65.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Penha,"R Maria Francelina Flores, 43",10000.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Av. Nereu Ramos, 715",43229.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Florianópolis,"Rua Alberto Cavalheiro, 187 ",13906.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Av. Anibal Gaya, 1075",0.0,111328.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,"Av. Anibal Gaya, 1075",3136.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Física,Santa Catarina,Penha,Rua Arno Becker 843,40.0,150.0,5.0,8.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Jose Gall, 115 ",0.0,,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Navegantes,Rua Vereador Olimpio Romao Mianes 210,0.0,0.0,0.0,0.0,40.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Jose Gall, 115 ",,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Barra Velha,Rua Osmar Galm N° 137,7020.0,25900.0,0.0,1550.0,10600.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua David Adao Schimidt, 620",0.0,0.0,0.0,0.0,28807.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Jose Gall, 1115 ",4191.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua João Francisco Pio, 575",14000.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 26",870.0,835.0,0.0,779.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Navegantes,"Ms Luzitania, Rua Paulino De Lima, N° 92",0.0,7715.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Camboriú,"Rua 3310, N° 518",1860.0,191.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Navegantes,Rua Romeu Inacio Da Silva N° 146,0.0,1200.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 26",870.0,835.0,0.0,779.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Balneário Piçarras,Rodovia Jorge Lacerda 1515 ,20393.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-02-03,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Assemburg, 28 - Box 06 ",1000.0,300.0,0.0,280.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Florianópolis,"Rua Jeronimo Coelho, 60, Box 21",0.0,150.0,0.0,0.0,0.0,Congelado,Outro
2023-02-06,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 05",700.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-06,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 09",200.0,500.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-06,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 13",1000.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-06,Jurídica,Santa Catarina,Itajaí,"Rua Felix Busso Asseburg, 85, Box 18",400.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-02-03,Jurídica,Santa Catarina,Navegantes,"Rua Prefeito Manoel Evaldo Muller, 2827",0.0,,0.0,0.0,0.0,Congelado,Plástica
2023-02-01,Jurídica,Santa Catarina,Barra Velha,"Avenida Simas, 1735",5552.0,44168.0,0.0,4340.0,10419.0,Congelado,Outro
2023-01-18,Física,São Paulo,Iguape,Rua Dom Idílio Jose Soares 182,0.0,300.0,100.0,0.0,0.0,Congelado,Plástica
2023-01-18,Física,São Paulo,Iguape,Rua Vitoriano Ribeiro 175,0.0,500.0,100.0,0.0,0.0,Congelado,Plástica
2023-01-24,Jurídica,São Paulo,Peruíbe,Avenida Padre Anchieta 130,144.0,588.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-24,Jurídica,São Paulo,Praia grande,Av Presidnte Kennedy 18566 ,76.0,838.0,230.0,20.0,0.0,Congelado,Plástica
2023-01-25,Jurídica,São Paulo,São Bernardo do Campo,Avenida Joao Firmino 729,0.0,90.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-25,Jurídica,São Paulo,Serra Negra,Av. Governador Laudo Natel 174 ,0.0,24.0,38.0,0.0,0.0,Congelado,Plástica
2023-01-25,Jurídica,São Paulo,São Bernardo do Campo,Avenida Joao Firmino 729,112.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-25,Física,São Paulo,Caraguatatuba,Rua Joao Gomes 140,5.0,30.0,30.0,0.0,0.0,Congelado,Plástica
2023-01-26,Jurídica,São Paulo,Ubatuba,Benedita Luiza Dos Santos N° 510,20.0,40.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-26,Jurídica,São Paulo,São Paulo,"Rua Turiassu, 278 - Perdizes ",120.0,0.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-27,Jurídica,São Paulo,Bertioga,"Avenida Itapuã, 1190",580.0,240.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-27,Jurídica,São Paulo,Ubatuba,Estanislau Munis 70,0.0,36.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-27,Física,São Paulo,Cananéia,"Rua Ildo Da Silva, 350",0.0,500.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-27,Jurídica,São Paulo,Ilhabela,"Av. Jose Pacheco Do Nascimento, 9711",175.0,240.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-27,Jurídica,São Paulo,Ilhabela,"Av. Jose Pacheco Do Nascimento, 9711",503.0,736.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-28,Jurídica,São Paulo,Rio Claro,"Rua 8, 1345, Box 15",184.0,96.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-28,Jurídica,São Paulo,Rio Claro,"Rua 8, 1345, Box 15",194.0,634.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-28,Física,São Paulo,Ilha Comprida,"Copacabana, 570",0.0,200.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-28,Jurídica,São Paulo,Guarujá,"Av. Marechal Deodoro Da Fonseca, 367",120.0,40.0,100.0,0.0,0.0,Congelado,Plástica
2023-01-28,Jurídica,São Paulo,Santos,Rua Moraes Rego N° 15,0.0,3210.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-28,Jurídica,São Paulo,Santos,Rua Moraes Rego N° 15,3127.0,2830.0,580.0,0.0,0.0,Congelado,Embolsado
2023-01-28,Jurídica,São Paulo,Santos,Rua Moraes Rego N° 15,5252.0,4030.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-29,Jurídica,São Paulo,Ubatuba,Rua Nazarenos 319,0.0,580.0,0.0,0.0,0.0,Congelado,Outro
2023-01-29,Física,São Paulo,Iguape,Rua Luiz Borges N° 170,40.0,100.0,40.0,0.0,0.0,Congelado,Plástica
2023-01-29,Física,São Paulo,Ilha Comprida,Copacabana 570 Balneário Monte Carlo,0.0,70.0,25.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Ubatuba,Rua Benedita Luiza Dos Santos Nº2003,0.0,70.0,17.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,São Sebastião,"Av. Vereador Antonio Bernardino Tavares,Nº 402",0.0,23.0,325.0,0.0,0.0,Congelado,Outro
2023-01-30,Física,São Paulo,Guarujá,Rua Nova Granada N°75,180.0,50.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Cananéia,"Rua Professor Besnard, 140",10.0,120.0,15.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,São Sebastião,"Rua Padre Gastão ,Nº115,",0.0,310.0,0.0,0.0,0.0,Congelado,Outro
2023-01-30,Jurídica,São Paulo,Guarujá,Estrada De Pernambuco 79,432.0,0.0,0.0,0.0,0.0,Congelado,Outro
2023-01-30,Jurídica,São Paulo,Cananéia,"Avenida Professor Besnard, N° 142",40.0,1200.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Guarujá,Rua Senador Salgado Filho N76,0.0,1200.0,0.0,0.0,0.0,Congelado,Isopor
2023-01-30,Jurídica,São Paulo,Guarujá,"Rua Padre Donizete Tavares De Lima, 105",420.0,1150.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Águas da Prata,Rua Manoel Diogo 115,300.0,150.0,100.0,300.0,0.0,Congelado,Outro
2023-01-30,Física,São Paulo,Ubatuba,Av. Marginal Nº81 Pedreira Baixa,0.0,180.0,8.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Bertioga,Rua Da Saudade N° 309,7.0,380.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Cananéia,"Rua Silvino De Araujo, 114",10.0,25.0,30.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Itanhaém,Rua Urcezino Ferreira 677,250.0,200.0,100.0,200.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,São Paulo,"Rua Antístenes, 50",300.0,8000.0,0.0,0.0,0.0,Congelado,Outro
2023-01-30,Física,São Paulo,Peruíbe,Avenida Mario Covas Junior S/N,300.0,100.0,300.0,300.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Cananéia,"Avenida Professor Besnard, N° 140",0.0,200.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Cananéia,"Rua Quatro, N °33",40.0,1400.0,50.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Caraguatatuba,Rua Irmã Lucilia 251,50.0,300.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Guarujá,Rua Nova Iguaçú Nº61,1190.0,250.0,0.0,0.0,0.0,Congelado,Outro
2023-01-30,Física,São Paulo,Guarujá,Rua Viela Da Saudade N° 169,0.0,160.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Piracicaba,"Rua Santa Cruz, 170",,22.0,0.0,,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Ubatuba,Rua Dos Pescadores Nº 123,160.0,250.0,150.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Guarujá,Rua Nova Iguaçú Nº61,1190.0,250.0,0.0,0.0,0.0,Congelado,Outro
2023-01-30,Física,São Paulo,Ubatuba,Rua Dospescadores Nº102,0.0,500.0,5.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Ubatuba,Rua Maria Benedita De Oliveira Nº 84,500.0,300.0,100.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Guarujá,Rua Nova Granada Nº55,220.0,0.0,0.0,0.0,0.0,Congelado,Embolsado
2023-01-30,Física,São Paulo,Ubatuba,Rua Dos Pescadores N157,5.0,150.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Ubatuba,Rua Dos Pescadores Nº 108 ,0.0,95.0,5.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Ubatuba,Rua Baltazar Fortes Nº81 ,48.0,185.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Física,São Paulo,Ubatuba,Rua Dos Pescadores Nº 108 ,0.0,150.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-30,Jurídica,São Paulo,Ubatuba,"Balneario Santa Cruz, 14 ",10.0,450.0,0.0,0.0,0.0,Congelado,Plástica
2023-01-31,Física,São Paulo,Praia Grande,Rua Doutor Prudente De Moraes 483,470.0,530.0,100.0,0.0,0.0,Congelado,Plástica
2023-01-31,Jurídica,São Paulo,Cananéia,"Rua Dr Carlos De Lima Junior, 33",0.0,840.0,20.0,0.0,0.0,Congelado,Plástica
2023-01-31,Física,São Paulo,Ubatuba,Rua Dos Pescadores Nº 96,0.0,180.0,135.0,0.0,0.0,Congelado,Plástica
2023-01-31,Física,São Paulo,Ubatuba,Rua Dos Pescadores Nº 102,80.0,250.0,20.0,0.0,0.0,Congelado,Plástica
